,Sample_27_1,Sample_28_1,Sample_29_1,Sample_30_1,Sample_31_1,Sample_33_2,Sample_34_3,Sample_37_2,Sample_38_1,Sample_40_2,Sample_27_2,Sample_28_2,Sample_29_3,Sample_30_2,Sample_31_2,Sample_33_3,Sample_34_5,Sample_37_3,Sample_38_2,Sample_40_3,Sample_27_5,Sample_28_5,Sample_29_5,Sample_30_5,Sample_31_5,Sample_33_5,Sample_34_6,Sample_37_5,Sample_38_5,Sample_40_5,Sample_27_neg,Sample_28_neg,Sample_29_neg,Sample_30_neg,Sample_31_neg,Sample_33_neg,Sample_34_neg,Sample_37_neg,Sample_38_neg,Sample_40_neg,Sample_27_pos,Sample_28_pos,Sample_29_pos,Sample_30_pos,Sample_31_pos,Sample_33_pos,Sample_34_pos,Sample_37_pos,Sample_38_pos,Sample_40_pos
ABCA13,-0.823732801,-0.378424748,-0.155249555,-0.603828389,0.469893764,1.007482592,2.433529343,1.622292233,0.289397319,1.131337273,-0.73903702,-0.030581453,0.244721717,-0.49580892,0.175317273,0.11446769,1.096018272,1.248760898,0.740003407,0.008079293,-0.817808571,-0.758612007,-0.738368552,-0.689065604,-0.673268575,-0.136337139,-0.629870435,0.062804039,0.077639234,-0.391576076,-0.78162431,-0.297120168,-0.477934028,-0.795645802,-0.840743683,-0.345202907,0.91169152,-0.867296181,-0.867296181,0.344569582,-0.867296181,-0.867296181,-0.247267354,-0.867296181,3.071550386,-0.809683734,3.333471829,-0.517700846,-0.686896517,-0.185157561
ABI3BP,1.67648867,0.518631186,0.031648928,-0.415186249,-0.453207781,0.620397878,0.640615778,0.247682539,0.981858744,0.903887993,1.965357489,0.028277928,0.597172153,0.205686071,-0.03063785,0.449006031,-0.515190918,0.856733984,0.748818174,0.516272417,1.324831442,-0.489079677,-0.254311424,-0.515630547,-0.196568895,1.328177053,0.850488507,0.233405692,0.908563551,-0.041206681,1.203176077,-1.165556759,-1.165556759,-1.074459994,-1.060397726,-1.165556759,-0.993713638,-1.165556759,-1.165556759,-0.676302489,-1.165556759,-0.908582971,-0.20304768,-1.165556759,3.383812302,-0.935946224,-1.165556759,-0.867061009,-0.849871812,-0.41613295
ABL2,-0.108271135,-0.243357373,-0.050656247,-0.250182371,-0.09723744,0.315393127,0.954557375,0.166715795,0.026736118,0.313198494,0.074356819,-0.181323482,-0.096016041,-0.190366383,-0.261841789,0.005235818,0.692299585,0.193084612,-0.063601586,0.420489285,0.164591165,-0.352552807,0.165800971,-0.365014915,-0.067042682,0.000632503,-0.066319949,0.12054759,-0.114595051,0.272653127,0.941978215,-1.327101597,-3.107352445,-0.600965831,-1.130704545,-1.444154421,1.372352658,-3.107352445,-1.348746633,-0.184962059,1.768873383,-0.734968268,0.758984631,0.292978643,2.840870631,0.756723027,-0.141640905,1.77970746,0.836988125,0.400579241
ADAMTS14,-1.095600694,0.777191496,0.000819484,-0.557097221,-0.833195028,0.408945465,2.17705256,0.795038879,0.344066316,0.401224291,-1.128864244,0.21748209,0.606745129,0.342597302,0.259294088,0.766563365,1.92194973,0.967769467,0.670001465,-0.012232158,-0.784509408,-0.278871281,0.086924718,-0.949056863,-0.760286855,1.002932999,1.570706532,0.502297689,0.244223801,0.514441068,-0.575499618,-1.766384218,0.224894795,-0.835162851,-0.553421063,-0.214461775,1.239416542,-1.766384218,-1.056928091,-0.526273982,-1.766384218,-0.326302201,0.416290937,-1.766384218,2.500253698,0.211445887,-1.766384218,0.06837331,0.207962975,-0.127221656
ADAMTSL5,-0.313590301,-0.363166354,-0.40403382,0.186650576,0.243073533,-0.42024006,-0.324586966,0.252326602,-0.049746016,-0.266201631,-0.282577261,-0.042928206,0.032259834,0.336447053,0.250308391,-0.175767606,-0.372911476,0.079125243,-0.047157469,-0.358385476,-0.163689656,-0.085932763,0.290968497,-0.371879768,0.072390923,-0.20410234,-0.386628519,0.322601435,-0.343622576,-0.37870792,-0.131166002,2.277151133,-0.659945334,-0.562464834,-0.404930907,-0.659945334,-0.552963392,4.22824134,-0.063467162,-0.174190595,-0.659945334,-0.659945334,0.059211217,-0.659945334,-0.659945334,-0.606887003,4.381767914,-0.659945334,-0.126900765,-0.414079508
AKAP9,0.523415999,0.411198287,0.100944482,0.63666147,0.115865009,0.809223497,0.610517124,0.640778129,0.613901858,0.316657947,0.484341972,0.342523699,0.153130257,0.39712723,0.056612471,0.633471517,0.337450626,0.563266374,0.477393778,0.261625525,0.734558008,0.202699575,0.696251871,0.383102892,0.101444905,0.574964256,0.632863138,0.566760261,0.439283837,0.256354832,0.753886996,-1.45966334,-1.49461247,-1.558937172,-1.430982279,-1.316524781,0.051875487,1.974829072,-1.572842344,-0.932104565,-0.229477789,-1.211956825,-1.10152305,-2.580101977,2.646136877,-0.520702392,-2.580101977,-0.411427353,-0.303668798,0.203507853
ALDH3B1,-0.844082249,-0.375176042,-0.073980826,-0.205815093,-0.240205404,0.183000229,1.365008839,0.132641433,0.345482861,0.323461952,-0.834739249,-0.107718099,-0.050119635,0.27985172,0.281218544,-0.351692985,0.950273178,0.292623715,0.583039105,-0.26121556,-1.229693616,-0.504846514,-1.072473986,-0.59284687,-0.580976912,-0.016535187,-0.017832941,-0.061042412,0.164113913,-0.32073418,-0.679602882,-0.015457767,1.498387125,0.053404834,0.235767165,-0.847768861,0.408629157,-3.015191936,-0.048176836,0.430620899,0.444043778,-0.497090458,-0.433801431,-3.015191936,3.332601365,0.590544219,1.860870733,0.676358731,0.858647288,1.003419085
ALOX5AP,-0.610817272,-0.345028171,-0.966841033,-0.211741453,-0.417818366,-0.369441216,0.860920011,0.181209013,0.016262705,0.005441556,-0.410227549,-0.204258755,-0.495771353,0.260591024,0.412611115,-1.006983952,0.702378277,0.439521874,0.071020069,-0.465333759,-0.625406352,-0.929789554,-1.210352938,-0.671225634,-0.732090835,-0.606052932,-0.209405316,0.137036561,0.190639786,-0.029495147,-0.215848453,0.78409776,0.876192179,1.149622339,1.04447839,0.339803266,0.64066442,-3.540856698,1.0942264,1.060613736,0.498121662,1.071870046,0.746469856,0.009819568,-3.540856698,0.594779665,1.544066837,0.89767649,1.116272464,1.069236364
ALPK2,-0.391726093,-0.702988759,-0.341093067,-0.296377198,-0.190250602,2.519816283,1.424175291,0.813128107,-0.164768989,0.769948795,-0.25844687,-0.311998064,-0.463446321,0.128764843,0.651298234,-0.389827446,0.867701785,0.916617485,0.842718792,0.179164338,-0.666355924,-0.671240958,-0.524070852,-0.511118616,-0.617534779,-0.686719373,-0.650774557,-0.443986114,-0.53327895,-0.118441888,-0.317482772,-0.774721812,-0.774721812,-0.252168137,-0.774721812,0.043569132,1.208460977,-0.774721812,-0.774721812,-0.190193411,0.613936418,-0.774721812,0.249331949,-0.774721812,4.981489338,0.070123294,-0.774721812,-0.459066553,0.093384706,-0.022498981
ANKRD20A5P,-0.22106524,-0.315963072,-0.215245792,-0.349269219,-0.378437249,-0.306090259,-0.365279375,0.418434236,-0.205065068,-0.149129349,-0.363202741,-0.105072647,0.16911024,-0.36513605,-0.341683795,0.375144995,-0.326686107,-0.30231416,-0.309281483,0.221085454,-0.230911044,0.648007446,1.120205198,-0.350081702,-0.350281339,-0.329723399,-0.191478146,0.388119295,-0.26594074,-0.084744718,-0.194522868,-0.378437249,-0.378437249,-0.364636624,-0.325995851,-0.378437249,-0.296290589,-0.378437249,-0.140648266,0.060120665,1.867136388,-0.378437249,-0.124721433,-0.378437249,6.29233285,-0.349512434,-0.378437249,-0.378437249,-0.257910947,-0.055877065
ANO2,-0.121343687,-0.148577296,-0.264208697,0.027476429,-0.795832656,-0.319992901,-0.229727367,0.356982048,-0.157222736,0.225264418,-0.24260091,-0.093058676,0.596984267,-0.026527234,-0.246873618,0.054619831,0.161147416,0.127274021,-0.21499933,0.388330018,-0.463878505,0.201174904,0.315225106,0.033567446,-0.448893795,0.201602875,0.469238554,-0.213956494,-0.045907609,0.426358836,-0.354093864,-0.924569185,2.654679551,0.38145599,-0.478309033,-0.06799002,0.191110123,-0.924569185,-0.924569185,-0.294802827,-0.924569185,-0.720129273,1.140349063,-0.924569185,5.51054695,-0.580599458,-0.924569185,-0.739156859,-0.17655327,-0.47073662
ARHGDIB,-0.344291792,-0.175866362,-0.737239641,-0.270312276,-0.876696532,-0.031864396,0.640686719,0.265794934,0.098880172,0.087617881,-0.251591013,-0.010640606,-0.030061539,0.002500634,-0.044599723,-0.331006274,0.625457341,0.296439748,-0.050837457,0.141336456,-0.232179433,-0.247866155,-0.733849137,-0.551367248,-0.584411211,0.095321035,0.246519211,-0.001309871,0.288792645,0.214555444,-0.066417869,0.304306697,0.572837761,0.959010347,1.081029867,0.17618601,0.498101039,-4.10256387,1.146116816,1.146338249,0.910405965,0.504058498,0.251671704,-4.10256387,-0.954955616,0.96579096,0.641101228,0.604786579,1.034370635,0.932477317
ATP8B4,-0.555010485,-0.263149159,-1.417354447,-0.825436457,-1.451243075,0.318821331,0.780989579,0.431111539,-0.059169783,-0.326215324,-0.288170232,-0.603077629,-0.773546937,-0.65115545,-0.406044907,-0.093658524,0.488002586,0.328377362,-0.22825374,-0.587591509,-0.230411056,-0.791896238,-0.754050865,-1.005570188,-1.158074526,0.31354641,0.807079964,0.271442234,0.498193686,-0.161656887,0.596898189,0.606613011,-2.25255612,0.488490457,0.570155013,-0.606714832,0.726476467,0.983950365,-0.753565813,0.404321213,-0.179704822,-0.112590526,0.212143573,-2.25255612,3.467642872,1.419683919,1.834053614,0.432678096,1.603907723,1.203846446
B2M,0.112082312,-0.685827392,-0.922602137,-1.15428327,-0.133369518,0.571341106,1.101307781,0.266999058,-0.062855093,0.378200113,0.06616256,-0.315500268,-0.638195428,-0.690408961,0.209922704,-0.258649371,1.252007122,0.240254853,0.001858628,0.295524899,-0.76061721,-1.060779826,-1.717509056,-1.023925387,-0.732684984,-0.081867948,-0.106809191,-0.371570561,-0.156748533,-0.000768033,-0.330527094,0.352004832,0.563073714,1.199653242,1.03632596,0.880795695,1.063285643,-1.913507829,1.487727978,1.242207386,-0.42199621,0.626473559,0.843052952,0.043652257,-4.148879166,1.546879185,-0.154419193,0.805210196,0.868060682,0.790237246
B4GALT1,-0.82452322,-0.54833155,-0.707595863,-0.379053722,-0.480689807,0.12874037,1.655195442,0.28971,0.120834341,-0.077146362,-0.461392961,-0.359678776,-0.322463901,0.165151188,-0.02148727,-0.583060704,1.188435883,0.386276496,0.355653147,-0.231017237,-0.51830211,-0.693152651,-0.985946244,-0.804127883,-0.893861953,-0.292617331,0.023807474,0.032969074,-0.008976006,-0.221334791,1.14904734,-1.157511147,-2.297167283,0.63037824,0.173214664,-0.564336383,1.612687692,-3.407804645,-0.111217137,0.711098292,0.379466592,-0.037290525,1.007620472,2.345982828,-0.41704765,1.515227022,-0.50809858,1.652242598,1.314169672,1.077324865
BTBD11,1.396596113,-0.439259981,-0.618949412,0.957180274,-0.788788568,-0.490299242,0.546022007,1.172192602,0.06651177,0.076127178,1.981995671,0.430734899,0.151251659,1.31564192,0.227247954,0.658246685,0.743793048,0.502163464,0.638333348,-0.168437045,-0.19427376,1.13658537,1.624789279,0.018474223,-0.096809706,0.216844608,-0.218791636,0.765750417,-0.250524386,0.294504233,-0.044711863,0.227129844,-1.287913524,-0.605379596,-1.10467728,-1.009477039,0.60629978,-1.287913524,-0.58378323,-0.472332511,-0.837342302,-1.287913524,-1.287913524,-1.287913524,3.585988255,-1.151474108,-1.287913524,-0.863719146,-0.710550724,-0.963341926
C12orf75,-0.789223274,0.366772971,0.492723811,-0.185181739,-1.016716903,-0.653286667,-0.75106626,-0.111041714,0.135168983,0.400057473,-0.247592089,0.06676195,0.268822002,-0.248124806,-0.365470635,-0.40577307,-0.201936963,-0.036011047,-0.149486197,0.603987937,0.077244466,-0.012008971,-0.614693719,-0.010577679,-0.09541987,0.057114626,0.199411833,0.373756148,0.367075371,0.667039099,0.348163777,0.266913986,1.331481704,0.883191084,1.240237318,0.229559593,-0.152678429,-3.080160972,1.092340048,0.652885921,0.51039488,-0.522429453,0.088303751,-3.080160972,2.554506601,0.404950506,-3.080160972,0.442089837,1.27728121,0.410965514
C5AR1,-1.382392189,-1.134899455,-0.984341726,-0.572209954,-0.687606066,-0.360007321,1.287435579,0.27706322,-0.268707992,-0.33078351,-0.937723738,-0.673822083,-0.763956612,0.292246107,-0.115431731,-0.927831557,0.760254777,0.402135817,-0.145818473,-0.783061186,-1.445441214,-1.126494218,-1.308160744,-0.552523319,-1.133358478,-0.874737218,-0.559619533,-0.055913353,-0.209119121,-0.364683493,1.128518383,0.284728649,1.146868131,1.107651113,0.210989522,0.34184184,1.202923641,-2.942128938,0.684162611,1.654026235,0.686243179,0.489398853,0.933318411,0.362204753,0.35521337,1.47285717,0.701851251,1.804630789,1.402092486,1.652117334
CAPG,-1.463775369,-0.055519384,-0.506895961,0.14769159,-0.186331973,-0.191138394,0.764920601,0.191641016,0.241141435,0.181423009,-1.313770768,-0.088628557,-0.138875061,0.453074822,0.422651178,-0.294274784,0.699313428,0.501258157,0.233860671,-0.247150099,-1.00944969,-0.108680436,-0.948150315,-0.199101047,-0.240177352,-0.003846504,0.037264938,0.164321501,0.367250823,0.146622044,-0.702307192,-0.378199162,0.779427467,0.95178998,1.188194574,-0.005340895,0.506228741,-3.834774179,0.947689574,0.595478717,0.673449513,-0.275516089,0.438422645,0.367875001,-3.834774179,0.814947119,1.186648177,0.854621405,1.136450957,1.033018305
CCDC178,0.507489463,-0.360055324,-0.448916758,-0.211510291,-0.523036503,-0.174884867,-0.523036503,-0.088959438,0.084167008,-0.375436295,0.737878506,-0.319146902,-0.196082459,-0.404163942,-0.484243755,-0.178898302,-0.30112933,-0.037297256,-0.172836323,-0.45349409,1.511149679,-0.211153687,-0.209391673,0.717273618,-0.286833155,-0.292558306,-0.404812146,-0.133858505,0.398101093,-0.424039658,0.974985343,-0.523036503,-0.523036503,-0.046095433,-0.352772909,-0.523036503,-0.466458523,-0.523036503,0.300832921,-0.523036503,-0.523036503,-0.523036503,-0.404790418,4.148016366,4.597017546,-0.1715862,-0.523036503,-0.523036503,-0.148517048,-0.463587014
CCL2,-0.610390095,-0.828579999,-0.981017433,-0.456336884,0.488477654,-0.248279065,1.118554982,0.379085002,0.050083704,-0.363589443,0.585349266,0.165042773,-0.325962305,-0.013790447,0.424493365,-0.15551475,1.196051179,1.02633744,0.787740143,-0.940055609,-0.848796544,-0.795810743,-1.774710875,-0.464987504,-0.883267427,-0.017601584,-0.976977434,-0.193519352,-0.189906085,-0.614152367,0.403082289,-2.246281321,0.309723504,0.850408699,-0.384415591,0.628198506,1.204124862,0.710206361,0.49333588,-0.760229377,0.695998972,-0.066949941,2.283636112,1.469877452,-3.404353145,1.44183571,0.420397108,1.134120756,0.841795253,-0.562481653
CCL20,-1.252752681,-0.771873007,-1.091562817,-0.565600315,-0.310062231,-0.569096426,1.164110436,0.579217817,-0.366335796,-0.162368065,-0.742984333,0.140506209,-1.021900065,0.062870235,-0.098784148,-0.892461594,0.706624398,0.992671559,0.638678899,-0.371456637,-1.036661016,-0.937556536,-1.41201093,-0.737476815,-1.308610595,-0.967790143,-1.206159435,-0.073976306,-0.515037085,-0.898323212,0.831351311,0.117498612,-1.41201093,1.743669711,0.115255863,-0.001248614,1.35548405,-1.41201093,0.986462797,1.5333975,0.896209661,0.893568813,0.760241813,1.733228695,-1.41201093,1.10517788,0.620046958,1.875063032,1.149743604,1.547041735
CD180,-0.65024427,-0.301219401,-0.720299717,0.010719066,-0.513920371,0.333850611,0.430884437,0.660499219,0.170148835,0.011893622,-0.402942029,-0.203394404,-0.240060986,0.302963451,0.634312411,-0.358594635,0.597985155,0.666463954,-0.02806116,-0.174854979,-0.527891178,-0.599224431,-0.564626642,-0.732864679,-0.045564912,-0.197814248,0.065324375,0.647945572,0.233521951,0.344657547,-0.144580491,-1.846495472,-1.846495472,0.524988385,1.351074723,-1.787409539,0.178276184,2.580583667,-0.407752986,0.291443778,0.304980494,-1.846495472,0.563161372,-1.846495472,3.06943326,1.058410395,-1.846495472,0.562022801,1.041684628,1.196568525
CD68,-0.367689626,-0.409565626,-0.702314895,-0.431952583,-0.422318425,0.020363086,1.430397776,0.377126768,0.199730773,0.305670456,-0.299469869,-0.163494371,-0.360908653,0.31268361,0.397972168,-0.446960294,0.948869523,0.491165294,0.239924567,-0.215347876,-0.429757357,-0.633935671,-1.328772452,-1.417019595,-0.815533972,-0.102601058,0.24631039,0.046621402,0.194626345,-0.161371346,0.151335639,-1.035354894,0.115254789,0.803697883,0.945204965,-0.206752073,0.61940344,-5.054915868,0.534909237,0.547207327,1.2858933,-0.531720814,0.567793434,0.526140224,-0.86618138,1.404653901,0.34871533,0.886322545,1.147992672,1.307951855
CD83,-1.385076578,-0.973959555,-0.666882141,-0.659421824,-0.544385701,-0.472773042,-0.419256336,-0.514658627,-0.381326563,-0.82795236,-1.121178247,-0.552061712,-0.649966838,-0.648746857,-0.592145434,-0.549913348,-0.505658488,0.264952099,-0.320756143,-0.820947453,-1.144884107,-0.387405573,-0.171104681,-0.860391164,-0.688149295,-0.615413158,-0.3024695,0.120633868,-0.292871954,-0.397433506,1.520680121,0.058031106,0.078255619,1.416266887,0.422770861,0.397844281,1.570964309,-2.672965306,0.771827874,0.986255853,1.743759521,0.753769727,1.583699409,1.309923911,-0.523057837,1.702919457,1.333436438,1.73195992,1.601457088,1.293804979
CHIC1,0.535500418,0.158372687,0.092427681,0.54110082,0.161855591,0.74842999,0.298994012,0.903917127,0.38476068,0.38345245,0.468354567,0.308903024,0.325077996,0.375249862,0.165692928,1.007673512,0.609112883,0.458604708,0.281143212,0.465293341,0.455419147,0.717697399,1.577166867,0.523558706,0.119157714,0.571548385,0.803431302,0.993381541,0.322635964,0.488481764,0.662044099,-2.100649054,-2.100649054,-0.527724545,-0.733087137,-1.266509961,0.145345508,-2.100649054,-1.4206194,-0.176452034,-2.100649054,-0.898860158,-0.235685695,-2.100649054,2.428080922,-0.141870722,-2.100649054,-0.268440093,-0.24561778,0.036895045
CLMP,-0.535286687,-0.383057474,-0.380712322,-0.366371096,-0.275609397,0.458336941,1.962578104,0.284011671,0.505890598,-0.296958785,-0.680722985,0.09610057,-0.230656937,0.031565705,-0.198191843,0.48090089,1.211998352,-0.12708858,1.197150853,-0.355310419,-0.51500734,-0.48585221,0.681176593,-0.361997297,-0.523508663,0.233672009,0.143556542,0.219143428,-0.183320822,-0.17611978,-0.650318831,-0.950500732,-0.950500732,-0.301307091,-0.878671796,-0.950500732,1.004591972,-0.950500732,-0.219863306,-0.601673981,-0.950500732,-0.950500732,0.14682687,-0.950500732,3.735071377,0.258185308,3.828815481,-0.015930148,-0.613549833,-0.468980512
CMTM7,-0.760756402,-0.493739556,0.25089478,-0.743868587,-1.101608941,-0.230557327,0.750821725,0.124249652,0.301450796,-0.233492164,-0.422590903,-0.500291388,-0.085049362,-0.169968353,-0.221035838,-0.39447179,0.554073484,0.200533301,0.759329432,-0.516376595,-0.597013039,-0.971416,-0.943783307,-1.024518831,-0.90981504,-0.076116651,0.121436603,-0.111542249,0.102563539,-0.196740762,-0.051963131,-0.979483196,2.127045225,0.544093322,0.834336994,-0.517955751,0.504555925,-2.813951762,0.852468808,0.742884664,1.141173098,0.559736927,0.914059903,3.095047719,-2.813951762,0.989628181,-0.218735017,0.64907156,1.015173947,0.966164117
CSF2RB,-0.74535367,-0.554405682,-1.322783283,-0.729607631,-1.218336553,0.039188508,1.054712539,0.235442633,-0.120966454,-0.383222594,-0.616305102,-0.481524144,-0.783241207,-0.501857334,-0.503726778,-0.265680452,0.658805468,0.34846591,-0.269900266,-0.601768398,-0.668672197,-0.771768761,-0.813687467,-1.125233311,-0.959112065,-0.039326421,0.372343673,0.050187273,0.15140268,-0.214490173,0.006876307,-1.982141764,1.266164131,0.606566163,0.206148814,-0.188426005,0.70637494,-1.982141764,0.287746904,1.343695458,0.436207228,0.22673528,0.011295648,2.279475947,3.693063854,0.993455193,-0.417240804,1.001755047,1.144044472,1.140766209
CTSS,-0.455989673,-0.492549389,-1.181565864,-0.449823107,-0.751679477,0.501687895,1.373095313,0.314437374,0.329540515,0.190503724,-0.484751976,-0.427929085,-0.530234423,-0.030201123,0.188080972,-0.142182002,0.92158328,0.132772257,0.326678822,-0.229282077,-0.58717867,-0.828788111,-0.974403532,-0.74763949,-0.810898417,0.095650983,0.454865468,-0.082579395,0.419651632,0.160289081,0.192046287,-0.230403201,0.110326178,1.234329534,0.935790675,0.163859327,0.805197504,-3.565248154,0.552448853,1.386977358,-0.239784877,0.182692318,0.417882143,0.333579772,-3.565248154,1.659036427,-0.107770584,0.634532066,1.328875087,1.569719939
CXCL2,-1.500481392,-0.124219978,-0.795289276,0.012415131,0.159553371,-1.483886297,0.67090185,0.155495548,-0.049303767,-0.67093439,-1.700631209,-0.209582415,-0.596479553,-0.197849899,-0.3850008,-0.412890237,0.687857742,0.707422095,0.845261241,-0.889262713,-1.017226226,-0.26327418,-1.043609103,0.073165527,-1.194510159,-0.229377622,-0.680911602,-0.193845615,-0.504820206,-0.817986712,0.555222058,-0.055836107,1.242069062,1.225554664,-0.377181511,0.05676325,1.606666839,-2.219277112,0.014420973,1.448626234,1.335935157,0.8325804,0.961176764,1.491229739,-2.219277112,1.790885409,0.526729755,1.360469652,0.500742338,1.571800392
CXCL3,-0.653759726,-0.702611411,-0.780624472,0.833533173,1.101499718,-0.542704822,1.034774807,0.146296417,-0.14909936,-0.806053097,-0.804775867,-0.523441908,-0.59840199,0.341587167,0.070895404,-0.82706775,0.781169921,0.476312833,0.628288838,-1.012784248,-0.725716187,-0.93928857,-1.346133466,-0.270325843,-0.858046051,-0.688778685,-1.152270853,-0.72352459,-0.661206478,-1.261621574,0.536504373,-1.590955047,0.09915445,1.296526272,-0.500468603,0.076909426,1.544363413,-1.590955047,0.010916367,1.606053202,1.066147111,0.584122922,0.934263746,2.280281942,-1.590955047,1.68056417,1.055356756,1.279283364,0.153527225,1.683237673
CXCL8,-1.847715236,-1.057615011,-0.623268468,-0.116742141,0.052413949,-0.736676929,0.787596478,0.214533049,-0.176791996,0.00612392,-1.959443195,-0.3268925,-0.593978084,-0.094492153,0.07869859,-1.552771887,0.480716992,0.632419505,0.559435453,-0.245659804,-1.841713266,-1.155964982,-1.532193231,-0.860388335,-1.440723513,-1.648142104,-1.058560468,0.042521569,-0.557364339,-1.069059294,0.877592787,0.144427149,0.839570922,1.397981528,0.173481977,0.251265507,1.243170284,0.779614364,0.683531028,1.319827879,0.670872604,0.656958634,1.417598217,1.392603103,0.165000216,1.315185663,0.345692532,1.502191548,1.215318558,1.249812929
CYBA,-0.733582935,-0.486186825,-1.191747044,-0.380623773,-1.209000704,-0.374948797,0.288954957,-0.069768629,-0.204379955,-0.317392771,-0.560651481,-0.403154071,-0.378227701,0.043561708,-0.235853103,-0.598873074,0.435340403,0.103518325,-0.21124965,-0.464903102,-0.635587719,-0.758265622,-1.360115934,-0.641646947,-0.930678576,-0.196757714,-0.024556313,-0.227643676,-0.021759002,-0.293589357,-0.10099218,1.162665086,0.829379267,0.851462279,1.101630887,0.888034374,0.42953421,-0.511375059,1.248271708,0.719424884,2.05074706,0.994095187,1.011764167,-0.328268116,-4.180277037,1.155127263,2.055962011,0.889887572,0.992225168,0.780470353
CYTH4,-0.675792858,-0.701700278,-1.25089919,-0.789640184,-0.978516554,0.31001221,1.058763004,0.067704633,0.14629094,-0.47497817,-0.35583382,-0.665483534,-0.721257177,-0.422919204,-0.14280036,-0.26145846,0.661494285,0.529819455,0.129462063,-0.902999643,-0.431159519,-1.275378744,-1.275438623,-1.756796269,-1.289789998,0.173788404,0.419801021,0.096628225,0.342281889,-0.580311661,0.309026588,0.023977604,0.732917776,0.44039161,0.924279182,-0.028835583,0.798250068,0.119704253,0.584536453,0.91877464,1.58378953,-0.147339019,0.648674369,1.815507691,-3.727180559,1.644871841,0.655431481,1.024689837,1.658447798,1.037192558
CYTIP,-1.043961314,-0.670726547,-1.021674045,-0.425108245,-0.423943005,-0.156782241,1.074991252,0.009823473,-0.153695356,-0.069101133,-1.18738788,-0.541918657,-0.58446155,-0.001996614,-0.070271398,-0.702518908,0.88490868,0.252010083,-0.000820774,-0.303114892,-1.002151311,-0.896009403,-1.091044612,-1.024731338,-1.035675975,-0.737216896,0.030563147,0.068231415,-0.139159296,-0.298134764,-0.350657667,0.421821663,1.948319896,1.220177267,0.7448619,-0.517481033,0.857673964,0.284738848,1.260486621,2.104975059,-0.057655664,0.625069454,-0.289408786,-2.105472774,-2.105472774,0.450505215,2.670039604,1.358176861,1.186334612,1.554045839
DENND3,-1.15588998,-0.180496039,-1.383753658,-0.190954555,-1.268064585,0.123638358,0.68285086,1.010317162,0.241646621,-0.1818457,-0.651944016,-0.089014222,-0.326012621,-0.082561186,-0.183082322,0.045994767,0.686308695,0.983430381,0.054879234,-0.382334236,-0.532408896,-0.115161643,0.092171915,-0.744714858,-1.088894485,0.333934807,0.486793974,0.847381497,0.480917089,0.168222652,0.076900648,-1.455142599,0.08508989,-0.078515506,0.598948422,-0.616455063,0.856861122,-1.782201255,-0.04541418,0.580687308,0.067799827,-0.305996745,0.019981295,-3.944765565,2.357799095,1.418487538,0.174964102,0.993416054,1.838713792,1.477486811
DMD,0.290060057,0.431254228,0.362479285,1.314415604,-0.315234075,0.741279872,-0.442720507,0.871845571,0.773982897,0.485710083,0.399953443,0.513716283,0.592139289,0.81190225,-0.4124275,0.898806136,0.176035764,0.36490561,0.532799148,0.276219722,0.282910121,0.3867278,0.804489403,1.559445997,-0.393804873,0.743724807,0.623858265,0.489987524,0.757486085,0.256832239,0.19645288,-2.030380109,-2.030380109,-0.455207552,-1.305643822,-0.856979232,-0.226712577,-2.030380109,-1.469946325,-0.711498845,-1.142583107,-0.998522107,-1.015889684,2.207502743,2.147533869,-0.601819093,-2.030380109,-0.514385269,-0.732638213,-0.576923754
DUSP1,-1.562989502,-1.423513751,-1.086958021,-0.364942472,-0.789322928,-1.262120225,0.089914441,0.08161325,-0.697247884,-0.639789913,-1.598572267,-0.932988687,-1.026512506,-0.096932963,-0.794202475,-1.052762812,0.664412413,0.573320199,-0.446029594,-0.51097293,-1.43009028,-0.268404268,-1.054380571,0.939230831,-0.927854218,-1.20058673,-0.047686595,0.482736024,-0.988522599,-0.136965146,1.166712395,0.284548373,0.554747214,1.475892619,0.794323595,0.294599008,1.347659373,0.591745932,0.85099757,1.38431704,0.861219207,0.842673754,1.127847025,-0.59349153,-0.955852368,1.596594807,0.970050514,1.63956296,1.596516182,1.678458506
EHF,-0.29866814,0.143984606,-0.46871864,-0.465838953,-0.614760021,-0.002183652,0.316999313,-0.152844092,-0.193303719,0.109283679,-0.246879271,-0.082558795,-0.274491556,-0.077741549,-0.472836759,0.558764853,-0.048221243,0.278903132,-0.14659387,-0.496077805,-0.308387507,-0.170708846,0.447627589,-0.507505441,-0.665112413,0.6843581,0.645439541,0.36981028,-0.105740078,0.215636263,-0.393482336,-0.739969608,-0.739969608,-0.395693402,-0.579121175,-0.333202425,0.362624614,-0.739969608,-0.739969608,-0.404828629,-0.586101655,-0.739969608,-0.073751013,-0.739969608,5.060221308,0.335282422,3.777034348,0.103726047,-0.228731824,-0.175793639
